,Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
10411,10411,11203,Corrie Ndaba,64,70,27,53,58,62,75,68,71,35,21,40,24,25,38,48,57,25,58,54,41,59,62,55,55,55,56,62,61,60,64,61,79,70,84,59,LB,3,2,Left,"188cm / 6'2""",82kg / 181lb,CB,24,Republic of Ireland,Scottish Prem,Kilmarnock,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/corrie-ndaba/247528,,,,,
10412,10412,11203,Théo Ndicka Matam,64,78,48,57,66,56,66,84,73,51,38,63,58,33,48,54,62,51,59,56,53,65,80,83,56,65,53,56,38,56,61,61,62,77,60,68,LB,3,2,Left,"169cm / 5'7""",67kg / 148lb,LM,24,France,CSSL,GC Zürich,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/theo-ndicka-matam/257121,,,,,
10413,10413,11203,Harrison Neal,64,43,45,57,56,61,70,39,46,47,42,49,47,38,56,56,50,49,62,61,49,55,48,52,62,60,57,60,55,62,62,58,57,81,66,71,CDM,2,2,Right,"180cm / 5'11""",70kg / 154lb,CM,22,England,EFL League Two,Carlisle United,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/harrison-neal/270491,,,,,
10414,10414,11203,Dylan Nealis,64,72,40,46,56,64,68,70,73,40,36,50,45,29,31,38,49,25,56,43,32,54,67,68,62,54,53,61,59,64,67,64,69,66,68,71,RB,2,2,Right,"181cm / 5'11""",79kg / 174lb,"CB, RM",26,United States,MLS,Red Bulls,"Long Throw, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dylan-nealis/255033,,,,,
10415,10415,11203,Stephan Negru,64,56,25,42,48,63,70,57,55,26,20,37,21,25,38,31,31,26,58,45,29,43,58,58,61,50,45,63,65,64,62,62,73,60,76,67,CB,3,2,Right,"186cm / 6'1""",74kg / 163lb,,22,Republic of Ireland,EFL League Two,Salford City,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/stephan-negru/268102,,,,,
10416,10416,11203,Lewis Neilson,64,66,27,48,55,63,66,65,67,37,23,31,28,23,35,35,36,28,64,54,33,53,54,59,57,56,57,58,65,63,66,59,74,47,73,68,CB,3,2,Right,"184cm / 6'0""",73kg / 161lb,RB,21,Scotland,Scottish Prem,St. Johnstone,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lewis-neilson/257717,,,,,
10417,10417,11203,Aaron Nemane,64,89,53,55,66,52,52,90,89,54,56,56,46,40,55,57,60,49,56,45,59,63,91,91,57,60,63,54,43,51,53,52,50,90,34,52,RM,2,3,Right,"170cm / 5'7""",62kg / 137lb,"RB, RW",26,France,EFL League Two,MK Dons,"Quick Step, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aaron-nemane/223977,,,,,
10418,10418,11203,Elliott Nevitt,64,70,62,48,59,27,79,67,73,64,65,65,52,58,57,53,38,35,56,40,42,56,64,77,61,59,57,20,62,27,24,19,80,79,85,64,ST,3,2,Right,"183cm / 6'0""",80kg / 176lb,,27,England,EFL League Two,Gillingham,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/elliott-nevitt/263192,,,,,
10419,10419,11203,Ahmad Ngouyamsa,64,76,40,56,65,59,66,77,76,54,27,55,54,30,46,53,54,37,63,54,47,65,81,75,55,62,49,54,52,58,64,61,69,71,65,60,RB,3,2,Right,"176cm / 5'9""",75kg / 165lb,CB,23,Cameroon,Ligue 2 BKT,Rodez AF,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ahmad-ngouyamsa/251956,,,,,
10420,10420,11203,Karol Niemczycki,64,65,65,61,66,28,65,28,28,5,5,46,7,5,13,44,14,13,19,18,11,10,30,47,50,11,38,6,10,11,11,12,51,17,55,19,GK,2,1,Left,"190cm / 6'3""",84kg / 185lb,,25,Poland,Bundesliga 2,SV Darmstadt 98,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/karol-niemczycki/240170,65.0,65.0,61.0,65.0,66.0
10421,10421,11203,Jack Nolan,64,66,61,61,64,47,68,69,64,59,59,64,63,56,66,62,65,60,60,54,64,63,72,71,60,62,62,46,40,48,50,47,60,81,71,48,RM,3,3,Left,"182cm / 6'0""",72kg / 159lb,"LM, RW",23,England,EFL League Two,Gillingham,"Finesse Shot, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jack-nolan/243696,,,,,
10422,10422,11203,Abdulaziz Noor,64,77,56,61,60,30,56,78,77,61,62,52,49,36,53,65,59,48,65,58,55,60,62,72,57,59,49,29,53,24,30,28,66,56,57,53,RM,4,3,Left,"174cm / 5'9""",57kg / 126lb,"LM, RW",25,Sudan,ROSHN Saudi League,Al Wehda,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abdulaziz-noor/270460,,,,,
10423,10423,11203,Lasse Nordås,64,76,61,47,61,25,67,75,76,65,63,60,59,56,55,48,38,36,57,40,48,60,68,57,58,63,55,24,62,22,20,18,81,60,79,42,ST,2,2,Left,"194cm / 6'4""",82kg / 181lb,,22,Norway,Eliteserien,Tromsø IL,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lasse-nordas/262732,,,,,
10424,10424,11203,Gustaf Norlin,64,74,56,59,63,37,61,76,72,65,58,55,56,48,45,62,60,43,63,52,57,61,72,69,55,63,58,36,38,38,39,25,57,77,59,49,LM,3,2,Left,"183cm / 6'0""",73kg / 161lb,"RM, ST, LW",27,Sweden,Allsvenskan,IFK Göteborg,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gustaf-norlin/255479,,,,,
10425,10425,11203,Cameron Norman,64,70,47,57,60,58,78,69,71,51,45,55,46,44,43,55,62,45,58,54,61,62,64,58,55,58,54,58,62,56,60,55,75,89,75,74,RB,3,2,Right,"188cm / 6'2""",74kg / 163lb,CB,28,England,EFL League Two,Tranmere Rovers,"Long Ball Pass, Long Throw, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cameron-norman/213151,,,,,
10426,10426,11203,Conor Noß,64,81,57,59,72,32,49,86,76,49,57,65,52,48,57,60,52,49,63,63,58,74,78,76,55,70,61,29,46,21,39,32,59,56,46,44,CAM,3,4,Right,"181cm / 5'11""",72kg / 159lb,LW,23,Republic of Ireland,Ö. Bundesliga,Blau-Weiss Linz,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/conor-no/253693,,,,,
10427,10427,11203,Javier Núñez,64,76,58,58,66,50,54,77,75,58,60,60,55,35,61,60,61,62,61,46,55,72,70,70,55,60,49,54,42,53,48,49,59,55,59,40,LW,3,4,Right,"167cm / 5'6""",68kg / 150lb,"RW, LM",27,Peru,Sudamericana,Sport Huancayo,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/javier-nunez/254418,,,,,
10428,10428,11203,Richard Nuñez,64,62,57,60,55,63,65,62,62,54,59,54,64,37,40,60,55,48,63,68,40,56,62,51,71,48,55,65,45,64,68,58,58,62,66,66,CDM,3,2,Right,"168cm / 5'6""",67kg / 148lb,CM,26,Uruguay,Sudamericana,Danubio,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/richard-nunez/255091,,,,,
10429,10429,11203,Ethan Nwaneri,64,68,62,62,67,39,50,71,65,57,64,62,60,59,53,63,58,52,64,61,64,65,74,78,57,67,64,40,42,43,35,30,51,52,51,44,CAM,3,3,Left,"176cm / 5'9""",70kg / 154lb,,17,England,Premier League,Arsenal,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ethan-nwaneri/271807,,,,,
10430,10430,11203,Anthony O'Connor,64,51,44,52,54,63,78,52,51,44,40,45,54,29,47,53,42,44,56,54,56,50,59,62,60,53,62,65,65,62,62,60,83,77,82,66,CB,3,2,Right,"188cm / 6'2""",80kg / 176lb,,31,Republic of Ireland,EFL League Two,Harrogate Town,"Aerial, Intercept, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/anthony-o-connor/204297,,,,,
10431,10431,11203,Warren O'Hora,64,52,39,49,52,63,78,51,53,38,38,49,34,35,40,44,40,29,59,55,38,51,40,46,60,54,61,64,60,64,63,62,73,79,83,65,CB,3,2,Right,"191cm / 6'3""",84kg / 185lb,,25,Republic of Ireland,Scottish Prem,Hibernian,"Block, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/warren-o-hora/235728,,,,,
10432,10432,11203,Brandon O'Neill,64,56,59,64,62,61,71,61,52,59,55,63,62,55,61,62,59,59,67,67,60,60,69,75,62,61,64,65,56,59,61,60,65,83,67,69,CM,4,3,Right,"179cm / 5'10""",78kg / 172lb,CDM,30,Australia,A-League,Perth Glory,"Intercept, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/brandon-o-neill/209359,,,,,
10433,10433,11203,Shane O'Neill,64,52,47,55,55,62,73,41,61,48,43,62,46,34,42,50,46,34,62,60,59,55,50,44,60,57,59,64,56,61,65,60,65,59,80,73,CB,2,2,Right,"188cm / 6'2""",87kg / 192lb,,31,United States,MLS,Toronto FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/shane-o-neill/211581,,,,,
10434,10434,11203,Daniel O'Shaughnessy,64,46,39,56,50,64,62,43,49,35,34,49,42,26,43,53,56,34,62,58,42,45,43,40,58,58,58,62,63,67,64,63,66,34,75,63,CB,2,2,Left,"190cm / 6'3""",84kg / 185lb,,30,Finland,Finnliiga,HJK Helsinki,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniel-o-shaughnessy/221486,,,,,
10435,10435,11203,Abraham Odoh,64,88,58,56,67,47,72,86,90,57,62,58,54,46,53,58,59,46,56,49,60,65,82,90,59,63,63,47,37,49,49,44,71,61,77,75,LM,3,3,Right,"168cm / 5'6""",56kg / 123lb,"RM, LW",24,England,EFL League One,Peterborough,"Bruiser, Finesse Shot, Flair, Quick Step, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abraham-odoh/255049,,,,,
10436,10436,11203,Ebenezer Ofori,64,71,55,62,67,60,69,74,69,60,52,62,56,56,48,60,59,48,65,64,60,65,78,79,63,67,64,62,38,62,63,63,59,74,65,74,CM,2,3,Left,"172cm / 5'8""",70kg / 154lb,CDM,29,Ghana,3F Superliga,Vejle Boldklub,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ebenezer-ofori/219510,,,,,
10437,10437,11203,Sergio Ojeda,64,47,34,41,43,63,74,41,51,25,28,53,28,32,43,31,33,29,53,43,29,36,44,51,61,47,48,60,71,61,64,63,76,64,82,65,CB,2,2,Right,"183cm / 6'0""",83kg / 183lb,,32,Argentina,Sudamericana,Club Nacional,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sergio-ojeda/214940,,,,,
10438,10438,11203,Alaaddin Okumuş,64,68,48,58,63,61,61,67,68,53,40,60,50,55,48,42,64,55,63,58,60,63,68,78,62,63,47,60,50,58,67,64,63,55,67,53,RB,3,2,Right,"175cm / 5'9""",70kg / 154lb,RM,29,Turkey,Trendyol Süper Lig,Sivasspor,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alaaddin-okumus/235760,,,,,
10439,10439,11203,Junior Olaitan,64,79,66,60,65,53,77,81,77,66,64,72,65,65,59,62,49,55,65,62,59,67,75,70,47,62,58,41,60,47,64,50,84,75,78,73,CAM,3,3,Right,"174cm / 5'9""",72kg / 159lb,"CM, LM",22,Benin,Ligue 2 BKT,ESTAC Troyes,Flair,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/junior-olaitan/266897,,,,,
10440,10440,11203,Roberto Alves,64,75,64,66,66,57,64,76,74,63,62,68,66,59,66,64,64,72,69,63,71,65,71,70,63,66,65,55,34,60,62,60,56,83,58,59,CDM,3,2,Left,"180cm / 5'11""",72kg / 159lb,"CAM, CM",27,Switzerland,PKO BP Ekstraklasa,Radomiak Radom,Finesse Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/roberto-alves/231460,,,,,
10441,10441,11203,Paweł Olkowski,64,66,56,62,64,61,66,65,67,66,50,63,60,56,47,60,62,44,69,58,53,62,66,64,63,65,64,61,55,59,64,60,67,62,69,65,RM,2,3,Right,"184cm / 6'0""",80kg / 176lb,RW,34,Poland,PKO BP Ekstraklasa,Górnik Zabrze,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pawe-olkowski/204687,,,,,
10442,10442,11203,Marcus Olsson,64,65,48,59,63,62,58,58,70,56,41,63,51,46,42,59,62,41,61,55,53,62,69,74,63,61,60,60,58,62,65,62,63,56,63,46,LB,2,2,Left,"180cm / 5'11""",68kg / 150lb,,36,Sweden,Allsvenskan,Halmstads BK,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marcus-olsson/187916,,,,,
10443,10443,11203,Elías Már Ómarsson,64,85,60,53,66,37,71,84,86,61,63,62,55,56,51,57,54,38,55,48,50,66,77,65,58,64,59,38,57,33,38,24,77,75,70,65,ST,4,3,Right,"183cm / 6'0""",73kg / 161lb,,29,Iceland,Eredivisie,NAC Breda,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/elias-mar-omarsson/227509,,,,,
10444,10444,11203,Kristian Onsrud,64,54,61,62,62,58,73,59,50,63,58,66,65,58,53,62,56,57,65,63,58,63,51,54,66,65,63,64,56,58,58,52,68,79,74,62,CM,3,2,Left,"186cm / 6'1""",80kg / 176lb,,30,Norway,Eliteserien,HamKam Fotball,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kristian-onsrud/267688,,,,,
10445,10445,11203,Louis Oppie,64,77,48,56,57,59,76,70,82,46,42,54,53,59,41,44,59,60,60,57,62,56,66,59,60,57,50,58,63,60,58,55,77,82,77,66,LB,3,2,Left,"184cm / 6'0""",82kg / 181lb,CB,22,Germany,3. Liga,Arminia Bielefeld,"Acrobatic, Flair",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/louis-oppie/276610,,,,,
10446,10446,11203,Renzo Orihuela,64,74,41,53,63,66,58,72,75,49,39,46,38,38,41,41,58,37,60,58,42,60,74,59,67,63,59,68,65,65,66,61,70,55,59,58,CB,3,2,Right,"183cm / 6'0""",74kg / 163lb,"RB, RM",23,Uruguay,Libertadores,Bolívar,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/renzo-orihuela/255144,,,,,
10447,10447,11203,Danilo Orsi,64,73,63,51,63,25,66,72,74,66,66,63,55,57,65,57,42,44,58,44,39,62,70,69,61,62,64,18,61,20,23,19,76,83,71,29,ST,3,3,Right,"188cm / 6'2""",82kg / 181lb,,28,England,EFL League One,Burton Albion,Chip Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/danilo-orsi/262831,,,,,
10448,10448,11203,Martín Ortega,64,70,33,53,59,58,65,68,72,53,29,38,31,33,40,44,61,38,58,52,47,59,66,65,58,57,49,55,46,53,66,64,60,75,64,54,RB,2,2,Right,"183cm / 6'0""",75kg / 165lb,,25,Argentina,Primera División,Tigre,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/martin-ortega/270454,,,,,
10449,10449,11203,Franco Ortellado,64,56,30,36,46,64,71,60,53,24,27,44,23,22,40,29,31,35,42,38,33,36,53,60,58,51,62,63,63,64,66,64,76,54,81,67,CB,3,2,Left,"188cm / 6'2""",83kg / 183lb,,23,Argentina,Sudamericana,S. Ameliano,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/franco-ortellado/268816,,,,,
10450,10450,11203,Arnau Ortiz,64,76,58,59,66,30,48,77,76,53,62,61,50,50,63,50,64,50,63,62,53,67,73,65,53,68,52,19,50,28,31,37,58,55,45,44,LM,3,3,Right,"175cm / 5'9""",63kg / 139lb,LW,22,Spain,PKO BP Ekstraklasa,Śląsk Wrocław,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/arnau-ortiz/264738,,,,,
10451,10451,11203,Deji Oshilaja,64,78,52,55,60,63,76,77,78,58,56,55,43,40,42,57,48,33,61,58,46,57,71,63,66,60,57,62,63,63,63,62,92,71,80,67,CDM,4,2,Right,"181cm / 5'11""",75kg / 165lb,"CM, CB",31,England,EFL League One,Mansfield Town,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/deji-oshilaja/204458,,,,,
10452,10452,11203,Arild Østbø,64,62,63,63,64,31,64,30,32,16,8,47,9,7,23,53,15,8,22,12,13,7,57,56,64,13,46,25,8,23,14,10,56,29,68,27,GK,2,1,Right,"183cm / 6'0""",75kg / 165lb,,33,Norway,Eliteserien,Viking FK,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/arild-stb/186508,62.0,63.0,63.0,64.0,64.0
10453,10453,11203,Yari Otto,64,70,60,56,66,45,66,73,67,65,64,62,54,44,56,62,52,37,63,52,39,63,75,74,68,67,49,44,56,43,43,45,67,77,59,67,CAM,3,3,Right,"180cm / 5'11""",71kg / 157lb,ST,25,Germany,3. Liga,SC Verl,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yari-otto/244076,,,,,
10454,10454,11203,Sami Ouaissa,64,78,57,59,67,40,58,77,79,63,59,58,55,45,56,59,59,56,60,59,63,66,69,68,64,69,63,40,40,42,39,40,61,55,64,48,CAM,3,3,Left,"175cm / 5'9""",75kg / 165lb,,19,Holland,Eredivisie,N.E.C. Nijmegen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sami-ouaissa/70725,,,,,
10455,10455,11203,Aziz Ouattara,64,61,24,53,61,62,70,51,69,25,20,35,21,28,32,51,36,21,66,65,25,62,60,56,52,65,52,61,68,55,66,64,70,64,72,73,CDM,3,2,Right,"188cm / 6'2""",80kg / 176lb,"CB, CM",23,Côte d'Ivoire,1A Pro League,KV Mechelen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aziz-ouattara/252868,,,,,
10456,10456,11203,Samuel Oum Gouet,64,52,53,61,63,61,73,53,51,49,47,70,57,41,41,64,56,46,64,61,59,62,62,60,61,64,65,63,64,62,59,59,72,72,78,60,CDM,3,2,Right,"185cm / 6'1""",85kg / 187lb,CM,26,Cameroon,SUPERLIGA,Politehnica Iași,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samuel-oum-gouet/241093,,,,,
10457,10457,11203,Casper Øyvann,64,67,41,50,52,64,69,68,67,44,30,64,42,38,40,41,38,50,62,57,38,44,56,59,58,60,60,63,62,65,64,63,75,69,75,52,CB,3,2,Right,"185cm / 6'1""",82kg / 181lb,,24,Norway,Eliteserien,Molde FK,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/casper-yvann/244056,,,,,
10458,10458,11203,Tomás Palacios,64,53,36,34,38,66,69,51,55,24,26,55,44,19,51,27,34,24,39,38,29,32,45,34,61,38,58,64,62,68,67,65,68,63,74,65,CB,2,2,Left,"195cm / 6'5""",80kg / 176lb,LB,21,Argentina,Serie A Enilive,Lombardia FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tomas-palacios/268558,,,,,
10459,10459,11203,Ante Palaversa,64,51,65,61,64,62,66,49,53,63,62,72,68,59,58,64,48,59,66,64,56,65,55,58,59,67,62,63,47,64,64,58,55,61,70,67,CM,3,3,Right,"187cm / 6'2""",77kg / 170lb,CDM,24,Croatia,Scottish Prem,Aberdeen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ante-palaversa/247185,,,,,
10460,10460,11203,Matt Palmer,64,76,56,64,66,58,69,77,75,59,54,59,57,55,55,64,64,59,65,63,63,65,77,78,63,64,62,61,50,57,61,56,68,87,64,59,CM,3,3,Right,"179cm / 5'10""",79kg / 174lb,,29,England,EFL League Two,Notts County,"Incisive Pass, Press Proven",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matt-palmer/211228,,,,,
10461,10461,11203,Murat Paluli,64,71,43,56,64,60,67,72,70,58,37,55,45,30,48,52,61,37,57,56,56,65,72,71,61,60,59,59,50,62,61,63,67,67,67,67,RB,3,2,Right,"175cm / 5'9""",69kg / 152lb,,30,Turkey,Trendyol Süper Lig,Sivasspor,Bruiser,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/murat-paluli/252716,,,,,
10462,10462,11203,Aleksander Paluszek,64,51,27,39,44,63,72,50,51,30,25,35,20,24,33,30,30,22,56,32,25,36,35,35,57,57,48,65,63,63,64,59,68,66,74,75,CB,2,2,Right,"194cm / 6'4""",81kg / 179lb,,23,Poland,PKO BP Ekstraklasa,Śląsk Wrocław,"Aerial, Bruiser",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aleksander-paluszek/252223,,,,,
10463,10463,11203,Parada,64,70,46,58,61,61,65,68,72,50,39,58,49,49,48,60,52,46,65,59,35,60,68,60,60,59,63,65,50,62,60,62,63,68,65,63,LB,3,3,Left,"187cm / 6'2""",76kg / 168lb,CB,22,Spain,LALIGA HYPERMOTION,CD Mirandés,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/parada/279109,,,,,
10464,10464,11203,Park Seung Ho,64,80,61,51,66,22,65,77,82,67,61,62,59,57,55,56,58,54,49,41,53,69,69,72,60,63,46,24,52,22,13,12,71,71,69,48,RW,4,3,Right,"180cm / 5'11""",72kg / 159lb,"RM, ST",21,Korea Republic,K League 1,Incheon United,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/park-seung-ho/273797,,,,,
10465,10465,11203,Park Chan Yong,64,61,31,45,40,63,68,62,61,37,24,38,40,23,39,47,21,22,58,57,33,22,60,52,58,55,51,60,69,64,62,66,77,60,78,49,CB,3,2,Right,"188cm / 6'2""",80kg / 176lb,,28,Korea Republic,K League 1,Gimcheon Sangmu,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/park-chan-yong/256252,,,,,
10466,10466,11203,Park Kyu Hyun,64,72,29,50,63,61,65,68,76,34,25,43,22,23,35,45,50,28,57,51,39,62,71,69,63,61,58,62,48,64,62,62,61,69,66,59,LB,3,2,Left,"183cm / 6'0""",77kg / 170lb,,23,Korea Republic,3. Liga,Dynamo Dresden,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/park-kyu-hyun/252320,,,,,
10467,10467,11203,Park Se Jin,64,66,52,61,67,59,55,67,65,56,45,63,57,53,42,64,48,48,69,65,49,67,79,79,67,62,56,62,37,57,64,61,44,67,47,62,CM,3,3,Right,"171cm / 5'7""",67kg / 148lb,,20,Korea Republic,K League 1,Daegu FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/park-se-jin/274409,,,,,
10468,10468,11203,Will Patching,64,59,62,64,64,53,59,64,55,60,59,62,70,59,61,64,62,69,65,64,67,65,67,55,59,65,66,51,45,52,57,51,57,67,60,48,CAM,3,3,Right,"185cm / 6'1""",70kg / 154lb,"CM, CDM",25,England,SSE Airtricity PD,Derry City,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/will-patching/229718,,,,,
10469,10469,11203,Harry Paton,64,71,58,63,66,57,63,69,73,60,56,61,62,45,53,63,55,44,69,65,57,65,72,77,60,64,61,50,55,60,60,59,60,75,54,72,CM,4,2,Right,"175cm / 5'9""",70kg / 154lb,CDM,26,Canada,Scottish Prem,Motherwell,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/harry-paton/235715,,,,,
10470,10470,11203,Elvis Patta,64,76,33,60,59,57,53,77,76,61,38,25,22,24,38,52,69,44,66,50,50,58,68,88,54,56,50,59,40,62,57,55,47,72,43,54,RB,2,2,Right,"167cm / 5'6""",65kg / 143lb,,33,Ecuador,Sudamericana,Técnico U.,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/elvis-patta/279770,,,,,
10471,10471,11203,Yeferson Paz,64,72,51,60,60,58,71,73,71,63,47,71,43,37,46,50,66,38,64,62,68,58,63,72,51,63,58,55,59,53,63,59,72,72,70,71,RB,3,2,Right,"176cm / 5'9""",67kg / 148lb,RM,22,Colombia,Serie BKT,Sassuolo,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yeferson-paz/271006,,,,,
10472,10472,11203,Myles Peart-Harris,64,72,61,63,65,52,71,71,72,61,63,61,59,46,62,64,61,55,65,63,60,65,70,68,60,65,59,55,63,45,55,48,77,81,73,52,CM,3,2,Right,"187cm / 6'2""",70kg / 154lb,CAM,21,England,EFL Championship,Swansea City,Press Proven,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/myles-peart-harris/263582,,,,,
10473,10473,11203,Thore Pedersen,64,67,52,58,62,61,68,61,71,57,51,53,56,36,43,59,53,41,62,60,53,62,64,69,60,62,59,62,54,62,62,60,63,72,68,62,RB,3,2,Right,"180cm / 5'11""",72kg / 159lb,LB,28,Norway,Eliteserien,SK Brann,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/thore-pedersen/248245,,,,,
10474,10474,11203,Matti Peltola,64,65,35,55,58,66,65,66,64,42,30,40,45,35,20,53,50,35,62,58,38,57,56,53,62,60,56,65,58,66,69,64,68,69,68,50,CDM,2,2,Right,"187cm / 6'2""",70kg / 154lb,CB,22,Finland,MLS,D.C. United,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matti-peltola/256215,,,,,
10475,10475,11203,Andy Pembélé,64,87,53,55,66,33,56,88,86,59,55,57,46,49,53,58,55,47,58,46,55,67,78,68,61,63,60,34,45,30,32,30,67,56,58,46,RM,3,3,Right,"180cm / 5'11""",70kg / 154lb,RW,24,France,Ligue 2 BKT,Paris FC,Quick Step,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andy-pembele/258843,,,,,
10476,10476,11203,Nicholas Pennington,64,56,54,62,61,60,69,53,59,63,56,52,52,41,48,64,56,51,65,63,55,62,56,56,61,62,56,66,51,57,63,61,59,78,68,64,CM,2,2,Right,"182cm / 6'0""",77kg / 170lb,CDM,25,Australia,A-League,Perth Glory,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicholas-pennington/263786,,,,,
10477,10477,11203,James Penrice,64,78,50,59,62,58,63,75,80,54,48,55,52,42,48,57,61,59,59,56,63,59,77,78,58,61,58,56,51,58,62,61,64,73,59,59,LB,3,2,Left,"177cm / 5'10""",73kg / 161lb,,25,Scotland,Scottish Prem,Hearts,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/james-penrice/232212,,,,,
10478,10478,11203,Agustín Pereira,64,72,35,55,61,61,59,72,72,58,35,29,38,26,38,55,60,39,58,55,39,60,65,66,55,61,56,60,61,61,62,60,68,69,55,55,RB,3,2,Right,"172cm / 5'8""",68kg / 150lb,,23,Uruguay,Sudamericana,Racing Club,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/agustin-pereira/71115,,,,,
10479,10479,11203,Hamilton Pereira,64,63,62,63,64,62,66,64,62,57,58,68,65,59,69,68,65,73,59,58,70,63,63,66,64,66,63,71,61,60,59,63,69,60,69,66,CDM,3,3,Right,"180cm / 5'11""",74kg / 163lb,"CM, RM",37,Uruguay,Sudamericana,Cerro Largo,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hamilton-pereira/223855,,,,,
